title,link,alert,content,tags,date
Polacy mogą odzyskać tysiące złotych z nielegalnych opłat cmentarnych!,https://wykop.pl/link/7812221/polacy-moga-odzyskac-tysiace-zlotych-z-nielegalnych-oplat-cmentarnych,,"Wojewódzkie sądy administracyjne w Olsztynie i Warszawie orzekły, że wiele opłat pobieranych przez zarządców cmentarzy
starnak
starnak
z
rmf24.pl
dodany: 8 godz. i 5 min temu
# regiony
# polska
# cmentarze
# oplaty","['regiony', 'polska', 'cmentarze', 'oplaty']",2025-10-15 11:50:05
Marka przeprasza za wysadzenie himalajskiej góry ładunkami z kolorowym pyłem,https://wykop.pl/link/7811927/marka-przeprasza-za-wysadzenie-himalajskiej-gory-ladunkami-z-kolorowym-pylem,,"Krytyka po spektakularnej akcji promocyjnej marki odzieży wysokogórskiej Arc'teryx. Chiński artysta którego firma zaangażowala do projektu, usłał całe zbocze góry w Himalajach ładunkami,które po eksplozji dały efekt kolorowego węża. Zero.szacunku dla przyrody która jest deklarowanym DNA marki.
Poludnik20
Poludnik20
z
streamable.com
dodany: 21 godz. i 3 min temu
# himalaje
# gory
# turystyka
# arcteryx
# fajerwerki","['himalaje', 'gory', 'turystyka', 'arcteryx', 'fajerwerki']",2025-10-14 22:51:52
Sopot ma swojego twórcę gier! 14-latek przygotował symulator parkowania,https://wykop.pl/link/7811861/sopot-ma-swojego-tworce-gier-14-latek-przygotowal-symulator-parkowania,,"Sopot może być dumny ze swojego młodego talentu! 14
rafal-czajka
rafal-czajka
z
esopot.pl
dodany: 23 godz. i 24 min temu
# sopot
# trojmiasto
# gry
# komputery
# nastolatek","['sopot', 'trojmiasto', 'gry', 'komputery', 'nastolatek']",2025-10-14 20:30:53
"""Koniec z policyjnymi eskortami rodzących do szpitali? KGP: to nielegalne i...""",https://wykop.pl/link/7812005/koniec-z-policyjnymi-eskortami-rodzacych-do-szpitali-kgp-to-nielegalne-i,,"""Policjanci w Polsce często jadą na sygnałach eskortując rodzące kobiety do szpitali. Komenda Główna Policji przyznaje, że to nielegalne i cywilne auto w takiej eskorcie nie ma prawa łamać przepisów. Funkcjonariusze robią to, bo podoba się to ludziom i poprawia wizerunek Policji""
paramedix
paramedix
z
brd24.pl
dodany: 13 godz. i 13 min temu
# polska
# policja
# prawo
# medycyna
# zdrowie
# ratownictwo","['polska', 'policja', 'prawo', 'medycyna', 'zdrowie', 'ratownictwo']",2025-10-15 06:42:40
"Dziennikarka, która nie gryzie się w język, komentując działania Izraela [WIDEO]",https://wykop.pl/link/7812447/dziennikarka-ktora-nie-gryzie-sie-w-jezyk-komentujac-dzialania-izraela-wideo,,"Ana Kasparian już wcześniej dała nam się poznać jako dziennikarka, która nie dba o polityczną poprawność i nazywa rzeczy
picasso447
picasso447
z
filmiki.tv
dodany: 3 godz. i 15 min temu
# rzymianie",['rzymianie'],2025-10-15 16:40:10
Sarkofag Tadeusza Kościuszki ( part I ),https://wykop.pl/link/7812055/sarkofag-tadeusza-kosciuszki-part-i,,"qentet
qentet
z
youtube.com
dodany: 11 godz. i 4 min temu
# historia
# ciekawostki
# ciekawostkihistoryczne
# informacje
# krakow
# podroze","['historia', 'ciekawostki', 'ciekawostkihistoryczne', 'informacje', 'krakow', 'podroze']",2025-10-15 08:51:08
Brak tytułu,https://wykop.pl/link/7812309/tragiczny-final-znajomosci-z-internetowym-tworca-ofiara-nie-spodziewala-sie-tego,,,[],
Dziki w Tychach przechodziły sobie przez pasy. To coraz większy problem,https://wykop.pl/link/7812125/dziki-w-tychach-przechodzily-sobie-przez-pasy-to-coraz-wiekszy-problem,,"Dziki w Tychach przechodziły sobie przez pasy. Coraz częściej pojawiają się na terenie miasta, głównie w rejonie południ
DFrost
DFrost
z
tychy24.net
dodany: 9 godz. i 54 min temu
# tychy
# dziki
# pasy
# odstrzal
# urzad
# strazmiejska","['tychy', 'dziki', 'pasy', 'odstrzal', 'urzad', 'strazmiejska']",2025-10-15 10:01:38
Dostępność mieszkań w Polsce na poziomie Bułgarii,https://wykop.pl/link/7812213/dostepnosc-mieszkan-w-polsce-na-poziomie-bulgarii,,"Oszczędzając 40% swoich dochodów rocznie przez dziesięć lat dostaniesz mieszkanie w Chełmie, albo w Berlinie. Taki sam poziom cen mieszkań w stosunku do zarobków. Sęk w tym, że w Chełmie jest ciut gorzej pod tym względem.
Cukrzyk2000
Cukrzyk2000
z
uwielbiampandy.blogspot.com
dodany: 8 godz. i 14 min temu
# nieruchomosci
# koalicjadeweloperska
# mieszkanie
# mieszkaniedeweloperskie","['nieruchomosci', 'koalicjadeweloperska', 'mieszkanie', 'mieszkaniedeweloperskie']",2025-10-15 11:41:12
Rynek na rozdrożu - Prawo kontra geopolityka,https://wykop.pl/link/7812153/rynek-na-rozdrozu-prawo-kontra-geopolityka,,"Rynek aktywów cyfrowych znajduje się obecnie w punkcie zbiegu dwóch potężnych sił, które zdefiniują jego trajektorię w nadchodzących miesiącach. Z jednej strony obserwujemy dynamiczną ewolucję globalnego otoczenia regulacyjnego, gdzie kluczowe jurysdykcje dążą do stworzenia zrównoważonych ram prawny
Szymon_w_Sieci
Szymon_w_Sieci
z
linkedin.com
dodany: 9 godz. i 16 min temu
# kryptowaluty
# bitcoin
# gielda
# inwestycje
# finanse
# geopolityka","['kryptowaluty', 'bitcoin', 'gielda', 'inwestycje', 'finanse', 'geopolityka']",2025-10-15 10:39:38
"Historia Nokii, która ze światowego lidera przerodziła się...w światowego lidera",https://wykop.pl/link/7812605/historia-nokii-ktora-ze-swiatowego-lidera-przerodzila-sie-w-swiatowego-lidera,,"243 miliardy dolarów tyle była warta Nokia, zanim wpadła w ręce człowieka z Microsoftu. W trzy lata fiński gigant runął z piedestału i trafił prosto do korporacji, która miała go uratować. Powstał z popiołów choć wszyscy wróżyli mu koniec. Film to głównie studium upadku.
borewicz_zero_7
borewicz_zero_7
z
youtube.com
dodany: 8 min temu
# nokia
# telefony
# microsoft","['nokia', 'telefony', 'microsoft']",2025-10-15 19:47:49
Nie żyje słonica Kinga z poznańskiego ZOO. Odeszła po tragicznym upadku,https://wykop.pl/link/7811979/nie-zyje-slonica-kinga-z-poznanskiego-zoo-odeszla-po-tragicznym-upadku,,"Rankiem, 14 października 2025 roku, w słoniarni doszło do dramatycznego zdarzenia. Kinga doznała urazu stawu tylnej kończyny, gdy po godzinie piątej rano gwałtownie upadła i przewróciła się na lewy bok. Jak tłumaczą opiekunowie, w przypadku tak dużych zwierząt każda taka sytuacja to zagrozenie.
LeoXIV
LeoXIV
z
7dni.pila.pl
dodany: 17 godz. i 21 min temu
# slon
# poznan","['slon', 'poznan']",2025-10-15 02:34:23
Papież otrzymał białego konia od Polaka,https://wykop.pl/link/7812489/papiez-otrzymal-bialego-konia-od-polaka,,"Biały koń arabski ze stadniny w Kołobrzegu stał się prezentem dla papieża Leona XIV. Oryginalny gest Polaków wzbudził zachwyt na dziedzińcu Watykanu papież z dumą poprowadził zwierzę przed audiencją. Symbolika i historia konia robią wrażenie.
digital-nexus
digital-nexus
z
digitalnexus.pl
dodany: 2 godz. i 18 min temu
# papieze
# zwierzeta
# chrzescijanstwo
# religia
# katolicyzm
# kosciol","['papieze', 'zwierzeta', 'chrzescijanstwo', 'religia', 'katolicyzm', 'kosciol']",2025-10-15 17:37:36
Nowe dane IMF,https://wykop.pl/link/7812193/nowe-dane-imf,,"IMF przedstawił swój październikowy raport gospodarczy.
quantero
quantero
z
youtube.com
dodany: 8 godz. i 25 min temu
# gospodarka
# finanse
# polska
# ciekawostki
# ekonomia
# pkb","['gospodarka', 'finanse', 'polska', 'ciekawostki', 'ekonomia', 'pkb']",2025-10-15 11:30:41
Brak tytułu,https://wykop.pl/link/7811909/tata-zamordowany-w-katyniu-zostal-po-nim-tylko-urywek-maskotki,,,[],
Jesienna chandra? 7 sposobów na brak energii i motywacji jesienią.,https://wykop.pl/link/7812603/jesienna-chandra-7-sposobow-na-brak-energii-i-motywacji-jesienia,,"Dopadło Cię jesienne przesilenie? Odkryj 7 sprawdzonych sposobów, by pokonać spadek nastroju, odzyskać energię i znaleźć
sbuddladomu
sbuddladomu
z
rozwojowastrefa.pl
dodany: 9 min temu
# silanawyku
# energia
# dzialanie
# motywacja
# prokrastynacja
# rozwojosobisty","['silanawyku', 'energia', 'dzialanie', 'motywacja', 'prokrastynacja', 'rozwojosobisty']",2025-10-15 19:46:37
Raport wyłudzeń środków publicznych,https://wykop.pl/link/7812319/raport-wyludzen-srodkow-publicznych,,"OLSZTYN - raport wyłudzeń środków publicznych z budżetu miasta przez urzędników, NGO i innych Działają w zmowie każdy pełni rolę trybu w maszynie: fundacja (inicjacja), schronisko (realizacja), lekarz (legitymizacja), OTOZ (propaganda), prokuratura (ochrona), UM (parasol polityczny).
PitCore
PitCore
z
buymeacoffee.com
dodany: 6 godz. i 6 min temu
# olsztyn
# ngo
# polska
# informacje
# pieniadze
# afera","['olsztyn', 'ngo', 'polska', 'informacje', 'pieniadze', 'afera']",2025-10-15 13:49:58
Brak tytułu,https://wykop.pl/link/7812341/dna-polki-nie-klamie-sad-poznaje-prawde-o-rzekomej-madeleine-mccann,,,[],
Fotowoltaika na celowniku cyberprzestępców. Nawet FBI zwróciło na nich uwagę,https://wykop.pl/link/7812159/fotowoltaika-na-celowniku-cyberprzestepcow-nawet-fbi-zwrocilo-na-nich-uwage,,"Systemy fotowoltaiczne (PV) miały być bezpiecznym filarem transformacji energetycznej. Dziś stają się celem cyberataków.
android_com_pl
android_com_pl
z
android.com.pl
dodany: 9 godz. i 7 min temu
# fotowoltaika
# oze
# cyberprzestepstwa
# ciekawostki","['fotowoltaika', 'oze', 'cyberprzestepstwa', 'ciekawostki']",2025-10-15 10:48:43
Brak tytułu,https://wykop.pl/link/7812345/grupa-zywiec-heineken-zamyka-browar-w-namyslowie,,,[],
Amerykański Departament Sprawiedliwości przejmuje 15 miliardów dolarów w Bitcoin,https://wykop.pl/link/7812245/amerykanski-departament-sprawiedliwosci-przejmuje-15-miliardow-dolarow-w-bitcoin,,"To największe przejęcie kryptowalut w historii USA a w tle handel ludźmi i brutalne rzeźnie świń online
pixel-nerd
pixel-nerd
z
pixelnerd.pl
dodany: 7 godz. i 43 min temu
# bitcoin
# kryptowaluty
# inwestycje
# oszusci
# usa","['bitcoin', 'kryptowaluty', 'inwestycje', 'oszusci', 'usa']",2025-10-15 12:13:27
Brak tytułu,https://wykop.pl/link/7811925/finska-wojna-zimowa-raatteentie-droga-smierci,,,[],
"Brown zareagował na słowa Palou o tym, że to nie on podejmował decyzję ws. angaż",https://wykop.pl/link/7812545/brown-zareagowal-na-slowa-palou-o-tym-ze-to-nie-on-podejmowal-decyzje-ws-angaz,,"Zak ustosunkował się do niedawnej sugestii ze strony Alexa...
f1dzielpasje
f1dzielpasje
z
f1.dziel-pasje.pl
dodany: 1 godz. i 9 min temu
# f1dzielpasje",['f1dzielpasje'],2025-10-15 18:47:14
Włochy górą nad Izraelem! Izrael z coraz mniejszą szansą na mundial,https://wykop.pl/link/7811929/wlochy-gora-nad-izraelem-izrael-z-coraz-mniejsza-szansa-na-mundial,,"Włochy pokonały Izrael 3:0 w eliminacjach do piłkarskich mistrzostw świata. Ten wynik może zadecydować o losach izraelskiej drużyny w grupie. Wygrana Włoch sprawia, że drużyna Italii jest o krok od baraży, a Izrael stoi na krawędzi odpadnięcia z rozgrywek.
digital-nexus
digital-nexus
z
digitalnexus.pl
dodany: 21 godz. i 4 min temu
# izrael
# zydzi
# wlochy
# pilkanozna
# sport
# mecz","['izrael', 'zydzi', 'wlochy', 'pilkanozna', 'sport', 'mecz']",2025-10-14 22:52:46
Brak tytułu,https://wykop.pl/link/7811987/chinczycy-zdecydowali-ws-ropy-calkowita-blokada,,,[],
"""Blokują"" mieszkanie i zmuszają do zejścia z ceny. Te praktyki to czerwone flagi",https://wykop.pl/link/7812093/blokuja-mieszkanie-i-zmuszaja-do-zejscia-z-ceny-te-praktyki-to-czerwone-flagi,,"Nieuczciwi kupujący panoszą się na rynku nieruchomości. Ich modus operandi jest prosty: reagują na ogłoszenie o sprzedaż
starnak
starnak
z
wiadomosci.onet.pl
dodany: 10 godz. i 31 min temu
# polska
# kredyt
# nieruchomosci
# mieszkanie
# pieniadze","['polska', 'kredyt', 'nieruchomosci', 'mieszkanie', 'pieniadze']",2025-10-15 09:25:48
Brak tytułu,https://wykop.pl/link/7812199/przymusowa-ewakuacja-ze-wschodniej-czesci-obwodu-charkowskiego,,,[],
Symulator SEO Ogłoszenia,https://wykop.pl/link/7812585/symulator-seo-ogloszenia,,"Chcesz, aby Twoje ogłoszenie było widoczne w Google? Nasz Symulator SEO przeanalizuje Twój tytuł i opis pod kątem słów k
sbuddladomu
sbuddladomu
z
dealuj.pl
dodany: 22 min temu
# ogloszenia
# kupie
# reklama
# olx
# samochody
# sprzedam","['ogloszenia', 'kupie', 'reklama', 'olx', 'samochody', 'sprzedam']",2025-10-15 19:35:14
Włosi płacą nawet 100 000 euro za przeprowadzkę w Alpy - Nowe życie w Trentino,https://wykop.pl/link/7812591/wlosi-placa-nawet-100-000-euro-za-przeprowadzke-w-alpy-nowe-zycie-w-trentino,,"Nowe życie w Trentino: Włosi płacą nawet 100 000 euro za przeprowadzkę w Alpy. Włośi zachęcają do przeprowadzki. To jest jakiś HIT! dopiero co pisałem o norweskim miasteczku, które oferuje mieszkanie za darmo a teraz okazuje, że podobną ofertę proponują Włosi
dziadziaprzewodnik
dziadziaprzewodnik
z
ondatravel.pl
dodany: 17 min temu
# wlochy
# ciekawostki
# swiat
# odkrycie
# podroze","['wlochy', 'ciekawostki', 'swiat', 'odkrycie', 'podroze']",2025-10-15 19:39:59
Druga elektrownia jądrowa. Tusk: Bełchatów jest na pierwszym miejscu,https://wykop.pl/link/7812511/druga-elektrownia-jadrowa-tusk-belchatow-jest-na-pierwszym-miejscu,,"- Dzisiaj mogę powiedzieć z pełną odpowiedzialnością. Jeśli zapadnie decyzja o drugiej lokalizacji elektrowni jądrowej w Polsce, to Bełchatów jest na pierwszym miejscu tej listy - powiedział premier Donald Tusk.
belmondo69
belmondo69
z
polskieradio24.pl
dodany: 1 godz. i 35 min temu
# belchatow
# elektrowniaatomowa
# atom
# energetyka
# tusk","['belchatow', 'elektrowniaatomowa', 'atom', 'energetyka', 'tusk']",2025-10-15 18:22:10
Jak zmienia się liczba milionerów w Sopocie? Kurort nadal przyciąga najbogatszyc,https://wykop.pl/link/7812455/jak-zmienia-sie-liczba-milionerow-w-sopocie-kurort-nadal-przyciaga-najbogatszyc,,"Sopot od lat uchodzi za jedno z najbardziej prestiżowych miejsc do życia w Polsce Malowniczy kurort przyciąga nie tylko
rafal-czajka
rafal-czajka
z
esopot.pl
dodany: 3 godz. i 10 min temu
# sopot
# trojmiasto
# pieniadze
# kasa
# bogaci
# ranking","['sopot', 'trojmiasto', 'pieniadze', 'kasa', 'bogaci', 'ranking']",2025-10-15 16:47:05
Niemcy wyślą myśliwce do Polski. Zapadła decyzja,https://wykop.pl/link/7812379/niemcy-wysla-mysliwce-do-polski-zapadla-decyzja,,"Minister obrony Boris Pistorius zapowiedział w Brukseli, że na lotnisku w Malborku od grudnia stacjonować będą dwa myśliwce Eurofighter.
belmondo69
belmondo69
z
polskieradio24.pl
dodany: 4 godz. i 49 min temu
# niemcy
# malbork
# mysliwce
# wojsko","['niemcy', 'malbork', 'mysliwce', 'wojsko']",2025-10-15 15:08:29
Ulotne życie w Twoich dłoniach... ratujemy koci cud,https://wykop.pl/link/7812577/ulotne-zycie-w-twoich-dloniach-ratujemy-koci-cud,,"Walczymy o kolejne kocie życie Bogusia to niespełna miesięczna koteczka, która już poznała, czym jest walka o życie. Czytaj dalej...
Kitkuuu-ratujemy
Kitkuuu-ratujemy
z
ratujemyzwierzaki.pl
dodany: 25 min temu
# koty
# zwierzaczki
# polska
# wykopefekt
# pomagajzwykopem
# kociporadnik","['koty', 'zwierzaczki', 'polska', 'wykopefekt', 'pomagajzwykopem', 'kociporadnik']",2025-10-15 19:32:02
Olsztyn. Zaginęła 16-letnia Gabriela Iwańska,https://wykop.pl/link/7812353/olsztyn-zaginela-16-letnia-gabriela-iwanska,,"Komenda Miejska Policji w Olsztynie opublikowała wizerunek zaginionej nastolatki. Gabriela Iwańska ostatni raz kontaktowała się z opiekunami ponad 3 tygodnie temu.
olsztyn_com_pl
olsztyn_com_pl
z
olsztyn.com.pl
dodany: 5 godz. i 23 min temu
# olsztyn
# zaginieni
# wykopefekt
# pomocy
# pomoc","['olsztyn', 'zaginieni', 'wykopefekt', 'pomocy', 'pomoc']",2025-10-15 14:34:24
Jak BEZPŁATNIE przedłużyć wsparcie Windows 10 do 2026 roku?,https://wykop.pl/link/7812283/jak-bezplatnie-przedluzyc-wsparcie-windows-10-do-2026-roku,,"14 października 2025 roku Microsoft zakończył standardowe wsparcie techniczne dla Windows 10. System nie otrzymuje już regularnych aktualizacji bezpieczeństwa, co naraża użytkowników na wzrost ryzyka cyberataków. W Europie mamy jednak możliwość darmowego przedłużenia okresu wsparcia na kolejny rok.
capre
capre
z
itwiz.pl
dodany: 6 godz. i 59 min temu
# windows10
# microsoft
# komputery
# informatyka
# informacje
# ciekawostki","['windows10', 'microsoft', 'komputery', 'informatyka', 'informacje', 'ciekawostki']",2025-10-15 12:57:58
Brak tytułu,https://wykop.pl/link/7811955/20-latek-i-16-latek-zaplanowali-napad-na-kuriera-produkt-za-kilkanascie-tys-zl,,,[],
Nowy podatek od samochodu? Ministerstwo Finansów wyjaśnia,https://wykop.pl/link/7811985/nowy-podatek-od-samochodu-ministerstwo-finansow-wyjasnia,,"Podatek od aut spalinowych zostanie wprowadzony? Ministerstwo Finansów odniosło się do kontrowersji na ten temat. W obliczaniu wysokości opłaty uwzględniany miał być rok produkcji samochodu, a co za tym idzie, spełniane normy emisji spalin, stopień emisji dwutlenku węgla (CO2) oraz stopień emisji...
KapitanTorpedal
KapitanTorpedal
z
planeta.pl
dodany: 16 godz. i 40 min temu
# polska
# motoryzacja
# samochody
# finanse
# ekonomia
# ekologia","['polska', 'motoryzacja', 'samochody', 'finanse', 'ekonomia', 'ekologia']",2025-10-15 03:17:42
Europejski portfel tożsamości cyfrowej coraz bliżej. Rząd dostosowuje przepisy,https://wykop.pl/link/7812459/europejski-portfel-tozsamosci-cyfrowej-coraz-blizej-rzad-dostosowuje-przepisy,,"W wykazie prac Rady Ministrów pojawił się projekt Ministerstwa Cyfryzacji, którego celem jest dostosowanie krajowych przepisów do unijnego rozporządzenia eIDEAS 2, przewidującego wdrożenie europejskiego portfela tożsamości cyfrowej. W Polsce tę rolę pełnić będzie aplikacja mObywatel
kkecaj
kkecaj
z
cashless.pl
dodany: 3 godz. i 1 min temu
# technologia
# europa
# ciekawostki
# informatyka
# mobywatel
# polska","['technologia', 'europa', 'ciekawostki', 'informatyka', 'mobywatel', 'polska']",2025-10-15 16:56:24
PALESTYNA - Okupacja i upokorzenie przez rasę panów.,https://wykop.pl/link/7811981/palestyna-okupacja-i-upokorzenie-przez-rase-panow,,"Podróży po Palestynie nie planowałam. Chciałam przyjechać tylko na jeden, może dwa dni do Betlejem, ale to, co zobaczyłam zaraz po przekroczeniu checkpointu było tak szokującym przeżyciem, że musiałam zostać tu dłużej. Chciałam zrozumieć, na jaki los skazano Palestyńczyków, bo to co zobaczyłam...
oto_jestem
oto_jestem
z
youtube.com
dodany: 17 godz. i 22 min temu
# izreal
# palestyna
# zachodnibrzeg
# apartheid
# okupacja
# podroze","['izreal', 'palestyna', 'zachodnibrzeg', 'apartheid', 'okupacja', 'podroze']",2025-10-15 02:35:19
Nie ma już Apple TV+. Usługa streamingowa zmieniła nazwę,https://wykop.pl/link/7812151/nie-ma-juz-apple-tv-usluga-streamingowa-zmienila-nazwe,,"Apple zmieniło nazwę swojej usługi streamingowej od 13 października 2025 roku Apple TV+ funkcjonuje jako Apple TV
Wirtualnemedia_pl
Wirtualnemedia_pl
z
wirtualnemedia.pl
dodany: 9 godz. i 18 min temu
# apple
# streaming
# vod
# seriale","['apple', 'streaming', 'vod', 'seriale']",2025-10-15 10:39:38
Brak tytułu,https://wykop.pl/link/7812163/wiekopomny-odcinek-momentu-prawdy-z-p0lka,,,[],
Załogi czołgów K2 ćwiczą natarcie i obronę. Czarne Pantery nie próżnują,https://wykop.pl/link/7812507/zalogi-czolgow-k2-cwicza-natarcie-i-obrone-czarne-pantery-nie-proznuja,,"16. Pomorska Dywizja Zmechanizowana poinformowała o trwającym kursie załóg południowokoreańskich czołgów K2. Tym razem w szkoleniu uczestniczą żołnierze z 15. Giżyckiej Brygady Zmechanizowanej, którzy ćwiczą natarcie i obronę w Czarnych Panterach.
Portal_Obronny
Portal_Obronny
z
portalobronny.se.pl
dodany: 1 godz. i 46 min temu
# wojskopolskie
# militaria
# informacje
# czolgi
# wiadomosci","['wojskopolskie', 'militaria', 'informacje', 'czolgi', 'wiadomosci']",2025-10-15 18:11:36
"2,5 roku więzienia dla sprawcy śmiertelnego wypadku na Kaszubach",https://wykop.pl/link/7812595/2-5-roku-wiezienia-dla-sprawcy-smiertelnego-wypadku-na-kaszubach,,"2,5 roku więzienia, dożywotni zakaz prowadzenia pojazdów, 20 tys. zł nawiązki dla rodziny zmarłej i 5 tys. zadośćuczynie
hellfirehe
hellfirehe
z
gp24.pl
dodany: 16 min temu
# polskiedrogi
# prawo
# wypadek","['polskiedrogi', 'prawo', 'wypadek']",2025-10-15 19:41:15
Tragiczny wypadek w gminie Pawłów. Byk śmiertelnie ranił 57,https://wykop.pl/link/7812013/tragiczny-wypadek-w-gminie-pawlow-byk-smiertelnie-ranil-57,,"We wtorkowe popołudnie, 14 października, na jednej z posesji w gminie Pawłów w powiecie starachowickim doszło do traged
konrad-koneczny
konrad-koneczny
z
kurierostrowiecki.pl
dodany: 12 godz. i 45 min temu
# informacje
# fakty
# wydarzenia","['informacje', 'fakty', 'wydarzenia']",2025-10-15 07:12:30
Maja Staśko odwołuje spotkanie autorskie przez groźby stalkera,https://wykop.pl/link/7812211/maja-stasko-odwoluje-spotkanie-autorskie-przez-grozby-stalkera,,"Maja Staśko, popularna aktywistka i autorka, była zmuszona odwołać zaplanowane spotkanie autorskie z powodu realnego zagrożenia
digital-nexus
digital-nexus
z
digitalnexus.pl
dodany: 8 godz. i 19 min temu
# informacje
# wydarzenia
# majastasko
# ksiazki
# ciaza
# polska","['informacje', 'wydarzenia', 'majastasko', 'ksiazki', 'ciaza', 'polska']",2025-10-15 11:38:20
Tutaj zjesz najtańszy obiad w Łodzi. TOP 5 miejscówek na tani posiłek,https://wykop.pl/link/7812495/tutaj-zjesz-najtanszy-obiad-w-lodzi-top-5-miejscowek-na-tani-posilek,,"Spośród wszystkich łódzkich restauracji i barów mlecznych wybraliśmy dla Was pięć, w których zjecie najtańszy obiad.
Poludnik20
Poludnik20
z
expressilustrowany.pl
dodany: 2 godz. i 4 min temu
# lodz",['lodz'],2025-10-15 17:53:41
Brak tytułu,https://wykop.pl/link/7812337/18-letnia-ukrainka-teraz-zyje-pod-ostrzalem-w-dnieprze-zostala-deportowana,,,[],
Gen. Leon Komornicki: Koniec wojny w Gazie? Amerykanie na chińskiej smyczy?,https://wykop.pl/link/7812295/gen-leon-komornicki-koniec-wojny-w-gazie-amerykanie-na-chinskiej-smyczy,,"Rozmowa z gen. Leonem Komornickim. Koniec wojny w Strefie Gazy? Na jak długo? Na czym polega automatyczne wsparcie USA dla Izraela? Jaki jest stan przygotowań polskiego wojska? W jaki sposób chińskie embargo na metale ziem rzadkich wpływa na geopolitykę?
Niezalezny_Obserwator_EU
Niezalezny_Obserwator_EU
z
youtube.com
dodany: 6 godz. i 44 min temu
# geopolityka
# chiny
# izrael
# usa
# palestyna
# zydzi","['geopolityka', 'chiny', 'izrael', 'usa', 'palestyna', 'zydzi']",2025-10-15 13:13:31
"Polska 20. gospodarką świata według MFW. Szwajcaria z tyłu, gonimy Holandię",https://wykop.pl/link/7811973/polska-20-gospodarka-swiata-wedlug-mfw-szwajcaria-z-tylu-gonimy-holandie,,"Październikowe prognozy MFW potwierdzają. Polska gospodarka przeskoczy w tym roku szwajcarską i zajmie 20. miejsce w światowym rankingu. Przed nami Arabia Saudyjska i Holandia. Za pięć lat nasz PKB na głowę mieszkańca liczony w parytecie siły nabywczej ma być już bliski włoskiemu i brytyjskiemu. Pom
sub_zero_1
sub_zero_1
z
businessinsider.com.pl
dodany: 18 godz. i 18 min temu
# pieniadze
# gospodarka
# polska
# wydarzenia
# ekonomia
# europa","['pieniadze', 'gospodarka', 'polska', 'wydarzenia', 'ekonomia', 'europa']",2025-10-15 01:40:17
Brak tytułu,https://wykop.pl/link/7812519/rozpoczal-sie-proces-o-ostrzelanie-domu-mysliwy-nie-przyznaje-sie-do-winy,,,[],
Jest śledztwo w sprawie śmierci pogryzionego mężczyzny. Co ustalili śledczy?,https://wykop.pl/link/7812299/jest-sledztwo-w-sprawie-smierci-pogryzionego-mezczyzny-co-ustalili-sledczy,,"Na to czekali bliscy pana Marcina, który zmarł w wyniku poniesionych obrażeń dokonanych przez psy. Obawiali się, że wobec milczenia służb od dnia tragedii, czyli od niedzieli, sprawa zostanie zamieciona.
Ten_o_gasce_Balbince
Ten_o_gasce_Balbince
z
gazetalubuska.pl
dodany: 6 godz. i 38 min temu
# pies
# pogryzienie
# lubuskie","['pies', 'pogryzienie', 'lubuskie']",2025-10-15 13:20:13
Pomoc w leczeniu żony,https://wykop.pl/link/7812033/pomoc-w-leczeniu-zony,,"Kilka miesięcy po naszym ślubie dowiedzieliśmy się, że moja żona choruje na raka kości. Od tamtej chwili nasze życie to codzienna walka z chorobą, bólem i ogromnym wysiłkiem, by zachować nadzieję i siłę. Leczenie wymaga dużych środków finansowych koszt terapii, leków i dojazdów przekracza nasze mo
adrian-powaga
adrian-powaga
z
wykop.pl
dodany: 11 godz. i 39 min temu
# pomoc",['pomoc'],2025-10-15 08:19:11
Tragiczne odkrycie w gminie Klimontów. Nie żyje 55,https://wykop.pl/link/7812015/tragiczne-odkrycie-w-gminie-klimontow-nie-zyje-55,,"We wtorkowy poranek, 14 października, w jednej z miejscowości gminy Klimontów doszło do tragicznego zdarzenia. Na teren
konrad-koneczny
konrad-koneczny
z
kurierostrowiecki.pl
dodany: 12 godz. i 45 min temu
# informacje
# fakty
# wydarzenia","['informacje', 'fakty', 'wydarzenia']",2025-10-15 07:13:03
Nowa hipoteza w której Wszechświat uczy się własnych praw fizycznych.,https://wykop.pl/link/7811921/nowa-hipoteza-w-ktorej-wszechswiat-uczy-sie-wlasnych-praw-fizycznych,,"Astronomowie uważają, że Wszechświat może naginać prawa fizyki do własnych potrzeb. Ma to być swoisty system naprawczy, który ma go chronić przed unicestwieniem, ale nie tylko. Może on być mózgiem, który się uczy i rozwija, dokładnie tak, jak dzieje się to w przypadku naszych umysłów.
Arkass
Arkass
z
geekweek.interia.pl
dodany: 21 godz. i 8 min temu
# nauka
# fizyka
# kosmos
# astronomia
# ciekawostki
# wykop","['nauka', 'fizyka', 'kosmos', 'astronomia', 'ciekawostki', 'wykop']",2025-10-14 22:49:59
Kiedy twój karp na wigilię zjada ci twoje batony bo chce mieć masę na talerzu,https://wykop.pl/link/7811963/kiedy-twoj-karp-na-wigilie-zjada-ci-twoje-batony-bo-chce-miec-mase-na-talerzu,,"Już niedługo święta...
xxxxyyyy
xxxxyyyy
z
tiktok.com
dodany: 19 godz. i 5 min temu
# wigilia
# bozenarodzenie
# operacja
# plastikowalala
# silikon","['wigilia', 'bozenarodzenie', 'operacja', 'plastikowalala', 'silikon']",2025-10-15 00:53:35
Brak tytułu,https://wykop.pl/link/7812483/producent-uzbrojenia-z-usa-zaprezentowal-nowa-kolowa-wyrzutnie-rakiet-tomahawk,,,[],
